0,0,0.0,0.0,0.0;0,1,0.0,0.0,0.0;0,2,0.0,0.0,0.0;0,3,0.0,0.0,0.0;0,4,0.0,0.0,0.0;1,0,0.0,0.0,0.0;1,1,0.0,0.0,0.0;1,2,12.0,0.11991661842130615,-1.3626811204803746;1,3,0.0,0.0,0.0;1,4,0.0,0.0,0.0;2,0,0.0,0.0,0.0;2,1,16.0,-1.1146076836086452,0.34895822809328947;2,2,1972.0,0.060617159740049296,0.0893407428309684;2,3,0.0,0.0,0.0;2,4,0.0,0.0,0.0;3,0,0.0,0.0,0.0;3,1,0.0,0.0,0.0;3,2,0.0,0.0,0.0;3,3,0.0,0.0,0.0;3,4,0.0,0.0,0.0;4,0,0.0,0.0,0.0;4,1,0.0,0.0,0.0;4,2,0.0,0.0,0.0;4,3,0.0,0.0,0.0;4,4,0.0,0.0,0.0;
0,0,0.0,0.0,0.0;0,1,0.0,0.0,0.0;0,2,0.0,0.0,0.0;0,3,0.0,0.0,0.0;0,4,0.0,0.0,0.0;1,0,0.0,0.0,0.0;1,1,0.0,0.0,0.0;1,2,32.0,0.6381088562590258,-2.4352354246731633;1,3,0.0,0.0,0.0;1,4,0.0,0.0,0.0;2,0,0.0,0.0,0.0;2,1,35.0,-2.7587203954283797,0.4373761092073206;2,2,1919.0,0.08875801125808849,0.11728352332952803;2,3,7.0,5.056887163857246,-0.5609613132487035;2,4,0.0,0.0,0.0;3,0,0.0,0.0,0.0;3,1,0.0,0.0,0.0;3,2,7.0,4.324172909737326,13.634499054417722;3,3,0.0,0.0,0.0;3,4,0.0,0.0,0.0;4,0,0.0,0.0,0.0;4,1,0.0,0.0,0.0;4,2,0.0,0.0,0.0;4,3,0.0,0.0,0.0;4,4,0.0,0.0,0.0;
0,0,0.0,0.0,0.0;0,1,0.0,0.0,0.0;0,2,0.0,0.0,0.0;0,3,0.0,0.0,0.0;0,4,0.0,0.0,0.0;1,0,0.0,0.0,0.0;1,1,5.0,-2.489751860260191,-3.2899710211259348;1,2,51.0,0.7144155193562212,-2.9928590706115714;1,3,0.0,0.0,0.0;1,4,0.0,0.0,0.0;2,0,0.0,0.0,0.0;2,1,47.0,-3.4221447836492005,0.36332879105517407;2,2,1832.0,0.06564943336714434,0.1639564135928327;2,3,31.0,4.517184132593953,-0.1632817842303559;2,4,0.0,0.0,0.0;3,0,0.0,0.0,0.0;3,1,0.0,0.0,0.0;3,2,34.0,1.2442740212546035,5.872237108933934;3,3,0.0,0.0,0.0;3,4,0.0,0.0,0.0;4,0,0.0,0.0,0.0;4,1,0.0,0.0,0.0;4,2,0.0,0.0,0.0;4,3,0.0,0.0,0.0;4,4,0.0,0.0,0.0;
0,0,0.0,0.0,0.0;0,1,0.0,0.0,0.0;0,2,0.0,0.0,0.0;0,3,0.0,0.0,0.0;0,4,0.0,0.0,0.0;1,0,0.0,0.0,0.0;1,1,6.0,-3.155883050830711,-4.034138270322329;1,2,67.0,0.8607026844110035,-3.449073411490823;1,3,2.0,5.828153624425362,-3.9657862907484023;1,4,0.0,0.0,0.0;2,0,0.0,0.0,0.0;2,1,71.0,-4.190641517610798,0.6944574519478847;2,2,1738.0,-0.0006459341973231128,0.1763019724840077;2,3,55.0,4.2620474274384685,0.515347158791917;2,4,0.0,0.0,0.0;3,0,0.0,0.0,0.0;3,1,1.0,-4.554369712840061,4.401627813768826;3,2,58.0,0.020973459082021258,4.242279285694489;3,3,1.0,4.03809100888316,4.204014502669671;3,4,0.0,0.0,0.0;4,0,0.0,0.0,0.0;4,1,0.0,0.0,0.0;4,2,1.0,32.22615745811956,67.25961497509681;4,3,0.0,0.0,0.0;4,4,0.0,0.0,0.0;
0,0,0.0,0.0,0.0;0,1,0.0,0.0,0.0;0,2,0.0,0.0,0.0;0,3,0.0,0.0,0.0;0,4,0.0,0.0,0.0;1,0,0.0,0.0,0.0;1,1,9.0,-4.6408726040609025,-5.769112033864659;1,2,84.0,0.6273781903322586,-3.6972145677323285;1,3,6.0,6.26900671752781,-4.48222047673436;1,4,0.0,0.0,0.0;2,0,0.0,0.0,0.0;2,1,87.0,-4.7841525224823975,0.03268988906222961;2,2,1661.0,0.11741264294270667,0.01902776130901659;2,3,71.0,4.628837716539539,0.49642695254026126;2,4,0.0,0.0,0.0;3,0,0.0,0.0,0.0;3,1,3.0,-6.021568756857133,5.892030886479643;3,2,75.0,0.19051437313926328,4.710586434787519;3,3,3.0,5.119485331126689,3.7247962249633058;3,4,0.0,0.0,0.0;4,0,0.0,0.0,0.0;4,1,0.0,0.0,0.0;4,2,0.0,0.0,0.0;4,3,1.0,31.241560410121302,66.02612629060376;4,4,0.0,0.0,0.0;
0,0,0.0,0.0,0.0;0,1,0.0,0.0,0.0;0,2,0.0,0.0,0.0;0,3,0.0,0.0,0.0;0,4,0.0,0.0,0.0;1,0,0.0,0.0,0.0;1,1,11.0,-4.988996394181931,-5.186299485447064;1,2,90.0,0.526316625796641,-4.34821486687757;1,3,10.0,6.5545753553411785,-4.297856711422464;1,4,0.0,0.0,0.0;2,0,0.0,0.0,0.0;2,1,115.0,-5.264534885359019,-0.23841046621294743;2,2,1578.0,-0.03365440975032333,0.18268329512712808;2,3,84.0,4.891270286803909,0.6165484179987706;2,4,0.0,0.0,0.0;3,0,0.0,0.0,0.0;3,1,4.0,-5.922415600365018,6.146258730077884;3,2,98.0,0.028035454369462164,5.729322421687566;3,3,8.0,10.666790760031173,5.491393646393749;3,4,0.0,0.0,0.0;4,0,0.0,0.0,0.0;4,1,0.0,0.0,0.0;4,2,0.0,0.0,0.0;4,3,1.0,30.882202483156583,64.75462890697867;4,4,1.0,201.34926947850957,-378.434621502656;
0,0,0.0,0.0,0.0;0,1,0.0,0.0,0.0;0,2,0.0,0.0,0.0;0,3,1.0,30.109666522695157,63.109157190470484;0,4,0.0,0.0,0.0;1,0,0.0,0.0,0.0;1,1,18.0,-5.176952485259552,-5.319642292830716;1,2,105.0,0.5407763573473914,-4.6780281230952045;1,3,12.0,6.329492509207129,-5.287826719267232;1,4,0.0,0.0,0.0;2,0,1.0,197.67997868886124,-371.11503579088;2,1,131.0,-5.327477401211583,-0.027027602743396606;2,2,1505.0,-0.029345173933015407,0.15975449006497944;2,3,99.0,5.484703794308066,0.7596428619611957;2,4,0.0,0.0,0.0;3,0,1.0,-43.89383160413901,10.895226882280534;3,1,8.0,-13.55818860929139,11.462517059778177;3,2,108.0,0.9502632963676774,5.686979633920754;3,3,11.0,9.378215910803378,5.308245215068765;3,4,0.0,0.0,0.0;4,0,0.0,0.0,0.0;4,1,0.0,0.0,0.0;4,2,0.0,0.0,0.0;4,3,0.0,0.0,0.0;4,4,0.0,0.0,0.0;
0,0,0.0,0.0,0.0;0,1,1.0,193.69024898216648,-363.74104378024384;0,2,0.0,0.0,0.0;0,3,1.0,29.371003900742156,61.91623052695973;0,4,0.0,0.0,0.0;1,0,0.0,0.0,0.0;1,1,20.0,-5.181777548100768,-5.54673172423695;1,2,117.0,0.22373108543491887,-5.175892034408468;1,3,16.0,6.070685892450706,-4.773993297390857;1,4,0.0,0.0,0.0;2,0,0.0,0.0,0.0;2,1,143.0,-5.958285081499115,-0.02719191256197484;2,2,1448.0,-0.03976387688860771,0.230003055675236;2,3,110.0,5.77532934381221,0.7005959367334872;2,4,0.0,0.0,0.0;3,0,1.0,-42.818308569881005,10.437172606415418;3,1,10.0,-11.603988930593333,10.013875284161193;3,2,117.0,0.7971697673684941,6.123017802675638;3,3,16.0,8.88448570919423,6.2061834453530516;3,4,0.0,0.0,0.0;4,0,0.0,0.0,0.0;4,1,0.0,0.0,0.0;4,2,0.0,0.0,0.0;4,3,0.0,0.0,0.0;4,4,0.0,0.0,0.0;
0,0,0.0,0.0,0.0;0,1,0.0,0.0,0.0;0,2,0.0,0.0,0.0;0,3,0.0,0.0,0.0;0,4,0.0,0.0,0.0;1,0,0.0,0.0,0.0;1,1,26.0,-4.917202266553861,-5.408546426661699;1,2,124.0,0.08137088157190149,-5.336342705773306;1,3,19.0,7.187788961024066,-1.6466261106909021;1,4,0.0,0.0,0.0;2,0,0.0,0.0,0.0;2,1,164.0,-6.373260388341567,-0.13477054098682892;2,2,1369.0,0.22692504536457378,-0.0497872457912586;2,3,134.0,5.719651305171062,0.5234349601213942;2,4,0.0,0.0,0.0;3,0,1.0,-41.70084262697907,9.875582917331341;3,1,12.0,-5.678527317514274,5.085437417356828;3,2,133.0,0.5548351704725085,5.862634204862567;3,3,17.0,9.11923979015943,6.678085724597684;3,4,0.0,0.0,0.0;4,0,1.0,-63.04151187062842,53.47416488668071;4,1,0.0,0.0,0.0;4,2,0.0,0.0,0.0;4,3,0.0,0.0,0.0;4,4,0.0,0.0,0.0;
0,0,0.0,0.0,0.0;0,1,0.0,0.0,0.0;0,2,0.0,0.0,0.0;0,3,1.0,177.0822537947219,-336.23292056736204;0,4,0.0,0.0,0.0;1,0,0.0,0.0,0.0;1,1,28.0,-5.0701191716569,-5.767183450405727;1,2,133.0,0.22416115962965186,-5.5487599229134785;1,3,23.0,5.835402514134264,-5.35980171688009;1,4,1.0,28.247283983494064,59.218589505172865;2,0,0.0,0.0,0.0;2,1,172.0,-6.472360627812576,-0.2289983087282689;2,2,1321.0,0.09895890629947303,0.1369003403911027;2,3,138.0,6.190824957274012,0.3296162080202316;2,4,0.0,0.0,0.0;3,0,1.0,-41.20239684053971,9.284948804913292;3,1,15.0,-5.954614678483717,5.474358666627532;3,2,143.0,0.6680233461238636,6.144254282868215;3,3,22.0,6.710893821573993,6.827724031022232;3,4,1.0,38.281201769687314,5.2001796098127935;4,0,1.0,-61.69200061870064,52.67422182309589;4,1,0.0,0.0,0.0;4,2,0.0,0.0,0.0;4,3,0.0,0.0,0.0;4,4,0.0,0.0,0.0;
0,0,0.0,0.0,0.0;0,1,0.0,0.0,0.0;0,2,0.0,0.0,0.0;0,3,0.0,0.0,0.0;0,4,0.0,0.0,0.0;1,0,0.0,0.0,0.0;1,1,31.0,-6.338974660895446,-5.827955006707262;1,2,147.0,0.3412866598228063,-5.3363299479960755;1,3,30.0,6.061240230485375,-5.364261122529046;1,4,1.0,27.990685015394675,58.35834728003687;2,0,1.0,-28.277760134506632,-1.5979954680734625;2,1,183.0,-6.50289577098219,-0.22181676849814672;2,2,1253.0,0.06061623205868054,0.1567816701797241;2,3,150.0,6.485025123258316,0.187440447463698;2,4,0.0,0.0,0.0;3,0,0.0,0.0,0.0;3,1,19.0,-6.141075693464529,5.754893988807996;3,2,156.0,0.6692445222563933,6.286114678693628;3,3,25.0,6.528916315355823,6.66559425928744;3,4,3.0,56.82068501179207,-105.17123456988611;4,0,1.0,-60.14264133425396,51.54324525918176;4,1,0.0,0.0,0.0;4,2,0.0,0.0,0.0;4,3,0.0,0.0,0.0;4,4,0.0,0.0,0.0;
0,0,0.0,0.0,0.0;0,1,0.0,0.0,0.0;0,2,0.0,0.0,0.0;0,3,0.0,0.0,0.0;0,4,1.0,-58.665809257435946,50.70189990162362;1,0,0.0,0.0,0.0;1,1,39.0,-2.186089162551274,-13.698688219520328;1,2,158.0,0.3788745748213227,-5.595711304925077;1,3,35.0,5.992402477863789,-4.970274713163886;1,4,0.0,0.0,0.0;2,0,1.0,-27.656689086438128,-1.718868778842641;2,1,195.0,-6.60633303758674,-0.3640153961888726;2,2,1188.0,0.07298992003599855,0.2842900859348638;2,3,164.0,6.768456735963706,-0.065638568176453;2,4,1.0,27.07217141685455,57.385219848108925;3,0,0.0,0.0,0.0;3,1,22.0,-6.493097321221291,5.438372337559429;3,2,163.0,0.41301806416300196,6.384935547718609;3,3,31.0,6.503419111376202,6.687482612316307;3,4,2.0,0.07927076332910588,6.689814443633717;4,0,0.0,0.0,0.0;4,1,0.0,0.0,0.0;4,2,0.0,0.0,0.0;4,3,0.0,0.0,0.0;4,4,0.0,0.0,0.0;
0,0,0.0,0.0,0.0;0,1,0.0,0.0,0.0;0,2,0.0,0.0,0.0;0,3,0.0,0.0,0.0;0,4,1.0,-57.30151200094048,49.73178504476614;1,0,1.0,-28.763456131311987,-16.595716548734924;1,1,41.0,-6.996358213976449,-5.702842753125814;1,2,168.0,0.2951598884770035,-5.441344742826709;1,3,39.0,5.983380735491661,-5.054374881498043;1,4,0.0,0.0,0.0;2,0,2.0,-32.07729777036548,-3.0982924562736;2,1,198.0,-6.294257920344468,-0.16294783442936367;2,2,1126.0,0.00363746201485441,0.2917341883299694;2,3,184.0,6.767006437495732,0.14288796005446636;2,4,1.0,26.361127771453294,56.20614458317733;3,0,0.0,0.0,0.0;3,1,31.0,-6.736327558085417,5.277425581107131;3,2,168.0,0.7541130623300424,6.43126996926004;3,3,37.0,6.521424957005183,6.545743964351247;3,4,2.0,0.0948667009364712,6.6593204043149585;4,0,0.0,0.0,0.0;4,1,0.0,0.0,0.0;4,2,1.0,166.20328492749678,-317.43267902472957;4,3,0.0,0.0,0.0;4,4,0.0,0.0,0.0;
