0,0,73.0,-0.038179910037898515,0.05823733781508196;0,1,97.0,0.05975146357089165,0.029329628639796976;0,2,71.0,0.0076932863363492355,-0.04007229083914349;0,3,86.0,-0.06572056981548721,-0.09624005789392728;0,4,79.0,0.025904914885022758,-0.03453504097776955;1,0,77.0,-0.07143265272375833,0.06650612802340954;1,1,85.0,0.005454097089765362,0.0342565192229614;1,2,80.0,-0.0014661045473286407,0.048979684996093585;1,3,83.0,-0.017305156249275602,0.060926070062098305;1,4,79.0,-0.0737770811617287,0.06901890420552353;2,0,75.0,0.01492442078870123,0.00840370005109576;2,1,81.0,-0.03579427613206102,-0.032196536437924105;2,2,83.0,0.01743252698924421,0.013618601503490228;2,3,81.0,0.2213210420917778,0.20333704450613765;2,4,87.0,0.022477051894241828,0.023436153791090514;3,0,63.0,-0.009022985277005463,0.05291478796992942;3,1,92.0,0.009189248229694231,-0.020609140998213267;3,2,81.0,-0.06490979496974365,-0.0017164478170209388;3,3,67.0,-0.10691908336030465,0.0028783441843472733;3,4,64.0,-0.027316647369191448,-0.04860698669282619;4,0,92.0,0.021910356255553588,-0.009135283932046932;4,1,86.0,0.011692170487909968,-0.07143741450865951;4,2,76.0,-0.015926980650209133,0.05305980713138405;4,3,80.0,0.00030692141867354975,-0.008277489314372737;4,4,82.0,0.04344350688364635,-0.039052987788810625;
0,0,71.0,-0.06953278747541315,0.012819532122156451;0,1,97.0,0.10762307140079548,-0.013798329078696828;0,2,71.0,-0.029034743168380284,-0.07482881592084693;0,3,85.0,-0.09608942828222977,-0.10870169420640541;0,4,79.0,0.12571012051935385,-0.03061562244656988;1,0,78.0,-0.013061437207578325,0.11308060990284759;1,1,86.0,-0.014561968629561722,0.027597941452151165;1,2,79.0,0.01529638244648051,0.033416140463003514;1,3,84.0,-0.047581781086712016,0.05340435907929628;1,4,79.0,-0.04624538641039129,0.06713821426136678;2,0,74.0,0.042735936405894896,-0.003170446050124773;2,1,82.0,-0.028373634343574268,-0.008103136118336024;2,2,83.0,-0.0019067585348589225,-0.025265495227838112;2,3,81.0,0.19213924189805306,0.22777280429153038;2,4,88.0,0.02580153766909916,0.042052408082151875;3,0,63.0,-0.0243056485515982,0.08267581228603418;3,1,92.0,0.0199970710676854,0.006113860188925824;3,2,82.0,-0.06238458942399761,-0.01204903876561899;3,3,66.0,-0.11225302368387863,0.011524123423451842;3,4,65.0,-0.04217852355430041,-0.10530562801305093;4,0,91.0,0.0395035519846076,-0.049146963982400274;4,1,86.0,0.03729405948911886,-0.09121149812392804;4,2,75.0,-0.04568412983811799,0.08775084896207663;4,3,80.0,-0.006608923849805173,-0.06687263463985028;4,4,83.0,0.04080593194413888,-0.02764918495601497;
0,0,72.0,-0.05620841892644007,0.05246895551159013;0,1,96.0,0.18671212840741724,-0.0010658931610176235;0,2,73.0,-0.05279148467827634,-0.140569069989258;0,3,83.0,-0.08628834003414086,-0.06067972900460654;0,4,77.0,0.12876743533818374,0.05423092934442405;1,0,78.0,0.02574554845410914,0.12786478101695278;1,1,86.0,-0.056697967044383034,0.02523971960827649;1,2,78.0,-0.05979776588167864,-0.05779093924738193;1,3,84.0,-0.0170837893493296,0.061185284714461795;1,4,79.0,-0.11778773668496312,0.03937054163472017;2,0,74.0,-0.006210645605715839,-0.05522459862902149;2,1,82.0,0.0206595885526861,-0.0569502041458192;2,2,84.0,0.02199575905657371,0.11542791815912755;2,3,82.0,0.16955268562685477,0.1743495287650138;2,4,89.0,0.08920481333304932,0.04374843302617028;3,0,62.0,0.02211901822987276,0.1109490769037639;3,1,94.0,0.0013028925352124299,0.04694780439428494;3,2,81.0,-0.04395784374929218,0.03686156099011816;3,3,65.0,-0.13874875126565547,0.037507335993873646;3,4,64.0,-0.06615733288800733,-0.10212858697419112;4,0,91.0,0.07996216758699143,-0.07534641838993306;4,1,87.0,0.028130869192247294,-0.055610600055836686;4,2,74.0,-0.001167494088441871,0.07883256924243258;4,3,79.0,-0.03565706303075372,-0.061407009609426404;4,4,86.0,0.08519807387386773,-0.05000282630767293;
0,0,70.0,-0.059539720014184956,0.01731948616417444;0,1,97.0,0.20613851823655327,-0.02272436322828651;0,2,73.0,-0.07985318443044119,-0.1252223235600946;0,3,84.0,-0.11102402544450204,-0.06711176454385297;0,4,76.0,0.16190196260559664,0.0800141208171527;1,0,79.0,0.03561536853221911,0.11652869297042065;1,1,86.0,-0.041232511566371734,0.026339464018862738;1,2,77.0,-0.03397250150859045,-0.15178601078662277;1,3,85.0,-0.030719379464689774,0.06044731627297229;1,4,78.0,-0.15798686975484513,0.019158281236636397;2,0,73.0,-0.04778558411758408,-0.036115062190454725;2,1,82.0,-0.05701920165357144,-0.10255890883740301;2,2,86.0,0.0023277866766297753,0.08666891030184305;2,3,81.0,0.1815386065479645,0.149389609468006;2,4,90.0,0.07798147536013035,0.042081980665874985;3,0,62.0,-0.030455233647755563,0.10068890416566796;3,1,93.0,0.003682894936401775,0.10325381062127746;3,2,80.0,-0.05808621618851721,0.03001621576418993;3,3,66.0,-0.021178376089614745,0.06630222070008028;3,4,63.0,-0.059035620839724405,-0.09523763753250657;4,0,91.0,0.05440380834451363,-0.09584215038715051;4,1,89.0,0.062095075098168855,-0.06732155678236351;4,2,72.0,-0.008988719929080414,0.12957715007498086;4,3,81.0,0.03912610213414459,-0.11058943047470678;4,4,86.0,0.1018844134461533,-0.03368866138099456;
0,0,73.0,-0.10708393417310612,0.03669292510714355;0,1,95.0,0.22987406277870362,-0.04129854374912104;0,2,73.0,-0.15359730458957735,-0.07696562406836664;0,3,84.0,-0.10194379430763358,-0.11795429526636646;0,4,76.0,0.13310722726187954,0.10265139191023266;1,0,78.0,0.04792901665018482,0.16032573419916368;1,1,85.0,-0.023002907858618273,0.03622008658660221;1,2,80.0,-0.0489331457047255,-0.20714602945031305;1,3,84.0,-0.0026166414137103666,0.09888192787012098;1,4,79.0,-0.17809562035457477,0.027815220733857556;2,0,72.0,-0.055335264298002985,-0.014132047354967904;2,1,82.0,-0.013070209227820456,-0.10200192053094741;2,2,84.0,-0.0019456590816317929,0.1452189731463418;2,3,83.0,0.2382001260131229,0.16458741279350092;2,4,91.0,0.05853241302671739,0.10723970897982323;3,0,64.0,-0.0783592812537784,0.08938011370741926;3,1,93.0,0.028838543879304165,0.1166350136262679;3,2,79.0,-0.047324537267967655,0.008225954937022377;3,3,66.0,-0.0769244048543272,0.12082329798215276;3,4,63.0,-0.044610321121272674,-0.1242391871321106;4,0,90.0,0.022891263332891185,-0.04013219656795125;4,1,88.0,0.04119768225509051,-0.05412626773694007;4,2,72.0,0.012026036752079614,0.13338591360210436;4,3,81.0,0.07880832763733972,-0.0712107043768226;4,4,85.0,0.09062021638628358,-0.08120971390898217;
0,0,72.0,-0.08550028599523235,0.1334878689572646;0,1,91.0,0.23094486383571275,-0.12909200797692458;0,2,73.0,-0.10988832244969761,-0.05392623692086848;0,3,82.0,-0.027583048416165115,-0.13607800536498071;0,4,78.0,0.07225527495114922,0.07117394431082831;1,0,76.0,0.0453771576894378,0.16843538587124346;1,1,88.0,-0.014137787257498176,0.06908404636641229;1,2,81.0,-0.08258515810423044,-0.2159660784897196;1,3,85.0,0.03017128397616675,0.11489152745971162;1,4,78.0,-0.16660330366507436,-0.0552295742851366;2,0,72.0,-0.08777832281602972,-0.03829924973085258;2,1,83.0,-0.04834766920966825,-0.08724416366605313;2,2,84.0,0.035919646320944874,0.13363688307524527;2,3,83.0,1.9758337937791114e-06,0.07445868554403634;2,4,91.0,0.17031736323800983,0.12211919820371592;3,0,65.0,-0.05630689349567347,0.09953350034146001;3,1,93.0,0.06380303307911174,0.08443699725560644;3,2,80.0,-0.08150865778907228,0.03912543042188385;3,3,67.0,0.16300067052863193,0.33322355806343085;3,4,63.0,-0.04319780777356362,-0.07752950273121231;4,0,89.0,0.06871760154029481,-0.05232935596210801;4,1,88.0,0.025981118794599977,-0.01261996417503144;4,2,71.0,0.08466084991731952,0.19156812366606715;4,3,81.0,0.03403366217003002,-0.042004400914176454;4,4,86.0,0.10094569203031287,-0.045685428902077205;
0,0,71.0,-0.11666414901292582,0.12170082905886341;0,1,92.0,0.29115542418704443,-0.21973908563049974;0,2,72.0,-0.07638567016625905,-0.018308941955960414;0,3,82.0,0.027068572057598977,-0.11842280167399089;0,4,79.0,0.08569182758743293,0.12029636387997611;1,0,77.0,0.014370580286761369,0.17562245049906183;1,1,87.0,-0.03476509510303366,0.11304057799235237;1,2,82.0,-0.09888556233139957,-0.2649132667379451;1,3,83.0,0.016834347037340616,0.17979947481315003;1,4,79.0,-0.17936296360228135,-0.08262968043634956;2,0,72.0,-0.14312205343114243,0.0007971555221271548;2,1,85.0,-0.030421057554836515,-0.0812112611827589;2,2,85.0,0.03845797153134042,0.0682937604483905;2,3,83.0,0.0015914895680026644,0.057909494035643994;2,4,91.0,0.1785742354747132,0.19725040811896474;3,0,64.0,-0.04271296132660056,0.09267971890464653;3,1,91.0,0.05397560170486147,0.05566235734021278;3,2,78.0,-0.09650911480072712,0.12050973540136412;3,3,66.0,0.011226261752971787,0.24821772304047698;3,4,64.0,0.13681333132348036,0.06031532881485779;4,0,90.0,0.04573218392283199,-0.08065808702641152;4,1,88.0,-0.016681979894393493,0.031166026512984366;4,2,72.0,0.07012285048709849,0.2219988689123574;4,3,83.0,0.006343399230442863,-0.05911468705938652;4,4,84.0,0.0657278095030292,-0.029462242388165555;
0,0,70.0,-0.12303736471294778,0.13303132343777907;0,1,93.0,0.2896813982956658,-0.21853546827808593;0,2,72.0,-0.092577863616618,-0.037614170051165574;0,3,83.0,-0.0467690340017997,-0.1287737683765837;0,4,78.0,0.12456499855303267,0.10692129941789442;1,0,77.0,0.002406732400192087,0.14441392877235618;1,1,86.0,0.024038058481680617,0.1194906376945145;1,2,83.0,-0.07374291451785653,-0.2474193835202077;1,3,82.0,-0.04578306817381246,0.15167767913014712;1,4,80.0,-0.12685363243168726,-0.12189908936696318;2,0,72.0,-0.14558822398704577,-0.016038156251323446;2,1,85.0,-0.04677894480585147,-0.10254919150475302;2,2,87.0,0.05722242008831399,0.08662497420653904;2,3,84.0,-0.012034022622825128,-0.004373905125378732;2,4,90.0,0.23528388741416753,0.22483962808081026;3,0,66.0,-0.10230829168566638,0.07754607967028551;3,1,88.0,0.10594587051748654,0.01140021844137929;3,2,77.0,-0.03746214047850925,0.11612289720269178;3,3,66.0,-0.05592581227436978,0.18438984917643797;3,4,64.0,0.13857745858052362,0.11235758980485673;4,0,93.0,0.03259058950307686,-0.1114304655037426;4,1,88.0,-0.042874577222999345,0.03648648310398642;4,2,71.0,0.08579530842403363,0.17897904149809177;4,3,83.0,-0.0034644961354532004,-0.06678880612646833;4,4,82.0,0.07490577476561516,0.013676121010447635;
0,0,69.0,-0.09780194675488277,0.15351949611561727;0,1,92.0,0.2549215541993492,-0.28983841892928625;0,2,72.0,-0.09723424158863146,0.009809939488348936;0,3,84.0,0.011264482022429911,-0.12728534035038566;0,4,76.0,0.06507340489663589,0.13896781530339905;1,0,76.0,0.09500772761631507,0.1291558268598935;1,1,86.0,0.03948598807887423,0.14053543251507886;1,2,83.0,-0.08455030774727797,-0.32181867891300137;1,3,82.0,-0.03956515824683295,0.12218942885317384;1,4,83.0,-0.11794397750948574,-0.1652827232038129;2,0,72.0,-0.20192532708869562,-0.020324641699773896;2,1,85.0,-0.10111325203363236,-0.10458705245534436;2,2,86.0,0.06737467021383918,0.08826990226955264;2,3,85.0,0.001632084275112407,0.0301375122310721;2,4,89.0,0.2378492932018405,0.211231559375992;3,0,67.0,-0.13474624824332038,0.05042459459404974;3,1,87.0,0.11882385312194237,-0.11694166946499276;3,2,74.0,0.030708736355145958,0.16748224508332318;3,3,66.0,-0.03647083369377112,0.15436671474129285;3,4,65.0,0.09246906075287661,0.051596303158852885;4,0,95.0,-0.0246938785599861,-0.16079367887908405;4,1,89.0,-0.05301373615579077,0.06043895786775303;4,2,72.0,0.059809773586772676,0.20144804890955967;4,3,83.0,0.010283033309543582,-0.03931145123870078;4,4,82.0,0.13092071880662445,0.05298463252645233;
0,0,68.0,-0.06916714658391046,0.17036335108887024;0,1,92.0,0.216854291816697,-0.3154878442824221;0,2,73.0,0.0048413276223085895,0.0023595475106662845;0,3,84.0,0.020681802306856577,-0.08334456907028648;0,4,77.0,0.1019971645744113,0.1228881659398699;1,0,77.0,0.06707120176547177,0.12907102100189852;1,1,86.0,0.02976724588264559,0.09176146935597453;1,2,82.0,-0.07645818509462143,-0.3016255421836328;1,3,80.0,-0.014030007213366853,0.11817559642336936;1,4,81.0,-0.05091424055689854,-0.24654333503014372;2,0,72.0,-0.20759154755459944,0.025116151733688606;2,1,85.0,-0.13778558304517466,-0.1862812056938692;2,2,85.0,0.11463078342078012,0.04131476039432124;2,3,86.0,-0.0105881233659358,0.04283281205613032;2,4,89.0,0.2936655013544007,0.25824787960224094;3,0,66.0,-0.13218372388693014,0.03260767584693289;3,1,87.0,0.11311850668750524,-0.12841010465659597;3,2,76.0,-0.00016844143263984663,0.1549459941101874;3,3,66.0,-0.023517831307885206,0.1256833260620328;3,4,67.0,0.033519325292107695,0.01495451392030627;4,0,95.0,-0.030779879223777857,-0.15727904024170392;4,1,89.0,0.020974703066416897,0.04495949436243933;4,2,71.0,0.08810562792492917,0.24707750608919785;4,3,84.0,-0.10074673139316437,-0.08665070094015845;4,4,82.0,0.148211757460467,0.0541527517083111;
