0,0,58,0,0;0,1,72,0,0;0,2,62,0,0;0,3,60,0,0;0,4,57,0,0;1,0,62,0,0;1,1,66,0,0;1,2,53,0,0;1,3,60,0,0;1,4,62,0,0;2,0,63,0,0;2,1,67,0,0;2,2,67,0,0;2,3,48,0,0;2,4,56,0,0;3,0,59,0,0;3,1,45,0,0;3,2,57,0,0;3,3,55,0,0;3,4,56,0,0;4,0,55,0,0;4,1,62,0,0;4,2,61,0,0;4,3,68,0,0;4,4,69,0,0;
0,0,59,0,0;0,1,72,0,0;0,2,62,0,0;0,3,60,0,0;0,4,57,0,0;1,0,61,0,0;1,1,68,0,0;1,2,52,0,0;1,3,60,0,0;1,4,62,0,0;2,0,61,0,0;2,1,66,0,0;2,2,68,0,0;2,3,48,0,0;2,4,58,0,0;3,0,59,0,0;3,1,45,0,0;3,2,57,0,0;3,3,54,0,0;3,4,56,0,0;4,0,55,0,0;4,1,62,0,0;4,2,61,0,0;4,3,68,0,0;4,4,69,0,0;
0,0,60,0,0;0,1,72,0,0;0,2,60,0,0;0,3,60,0,0;0,4,57,0,0;1,0,62,0,0;1,1,68,0,0;1,2,51,0,0;1,3,60,0,0;1,4,61,0,0;2,0,61,0,0;2,1,66,0,0;2,2,69,0,0;2,3,48,0,0;2,4,58,0,0;3,0,59,0,0;3,1,44,0,0;3,2,58,0,0;3,3,54,0,0;3,4,56,0,0;4,0,56,0,0;4,1,61,0,0;4,2,62,0,0;4,3,68,0,0;4,4,69,0,0;
0,0,60,0,0;0,1,72,0,0;0,2,61,0,0;0,3,60,0,0;0,4,57,0,0;1,0,63,0,0;1,1,66,0,0;1,2,51,0,0;1,3,59,0,0;1,4,62,0,0;2,0,61,0,0;2,1,67,0,0;2,2,68,0,0;2,3,47,0,0;2,4,56,0,0;3,0,60,0,0;3,1,44,0,0;3,2,58,0,0;3,3,56,0,0;3,4,58,0,0;4,0,56,0,0;4,1,62,0,0;4,2,61,0,0;4,3,67,0,0;4,4,68,0,0;
0,0,59,0,0;0,1,70,0,0;0,2,62,0,0;0,3,60,0,0;0,4,57,0,0;1,0,64,0,0;1,1,66,0,0;1,2,49,0,0;1,3,59,0,0;1,4,61,0,0;2,0,62,0,0;2,1,67,0,0;2,2,68,0,0;2,3,49,0,0;2,4,56,0,0;3,0,60,0,0;3,1,43,0,0;3,2,58,0,0;3,3,55,0,0;3,4,58,0,0;4,0,59,0,0;4,1,65,0,0;4,2,60,0,0;4,3,67,0,0;4,4,66,0,0;
0,0,61,0,0;0,1,70,0,0;0,2,63,0,0;0,3,60,0,0;0,4,56,0,0;1,0,65,0,0;1,1,65,0,0;1,2,48,0,0;1,3,59,0,0;1,4,61,0,0;2,0,62,0,0;2,1,66,0,0;2,2,69,0,0;2,3,50,0,0;2,4,55,0,0;3,0,60,0,0;3,1,43,0,0;3,2,58,0,0;3,3,55,0,0;3,4,58,0,0;4,0,59,0,0;4,1,64,0,0;4,2,59,0,0;4,3,69,0,0;4,4,65,0,0;
0,0,61,0,0;0,1,68,0,0;0,2,63,0,0;0,3,59,0,0;0,4,56,0,0;1,0,66,0,0;1,1,65,0,0;1,2,49,0,0;1,3,59,0,0;1,4,60,0,0;2,0,63,0,0;2,1,66,0,0;2,2,70,0,0;2,3,50,0,0;2,4,55,0,0;3,0,61,0,0;3,1,44,0,0;3,2,56,0,0;3,3,55,0,0;3,4,55,0,0;4,0,60,0,0;4,1,65,0,0;4,2,59,0,0;4,3,71,0,0;4,4,64,0,0;
0,0,60,0,0;0,1,68,0,0;0,2,61,0,0;0,3,62,0,0;0,4,56,0,0;1,0,66,0,0;1,1,65,0,0;1,2,48,0,0;1,3,59,0,0;1,4,61,0,0;2,0,62,0,0;2,1,66,0,0;2,2,71,0,0;2,3,49,0,0;2,4,56,0,0;3,0,61,0,0;3,1,44,0,0;3,2,56,0,0;3,3,55,0,0;3,4,55,0,0;4,0,62,0,0;4,1,64,0,0;4,2,59,0,0;4,3,71,0,0;4,4,63,0,0;
0,0,60,0,0;0,1,67,0,0;0,2,61,0,0;0,3,61,0,0;0,4,56,0,0;1,0,65,0,0;1,1,64,0,0;1,2,49,0,0;1,3,60,0,0;1,4,62,0,0;2,0,63,0,0;2,1,67,0,0;2,2,69,0,0;2,3,49,0,0;2,4,56,0,0;3,0,60,0,0;3,1,44,0,0;3,2,58,0,0;3,3,55,0,0;3,4,55,0,0;4,0,63,0,0;4,1,65,0,0;4,2,58,0,0;4,3,71,0,0;4,4,62,0,0;
0,0,59,0,0;0,1,67,0,0;0,2,61,0,0;0,3,61,0,0;0,4,57,0,0;1,0,66,0,0;1,1,64,0,0;1,2,49,0,0;1,3,60,0,0;1,4,61,0,0;2,0,63,0,0;2,1,67,0,0;2,2,69,0,0;2,3,49,0,0;2,4,56,0,0;3,0,60,0,0;3,1,43,0,0;3,2,59,0,0;3,3,56,0,0;3,4,55,0,0;4,0,64,0,0;4,1,64,0,0;4,2,58,0,0;4,3,70,0,0;4,4,62,0,0;
0,0,59,0,0;0,1,67,0,0;0,2,61,0,0;0,3,58,0,0;0,4,59,0,0;1,0,65,0,0;1,1,62,0,0;1,2,49,0,0;1,3,60,0,0;1,4,62,0,0;2,0,63,0,0;2,1,69,0,0;2,2,69,0,0;2,3,51,0,0;2,4,54,0,0;3,0,60,0,0;3,1,44,0,0;3,2,58,0,0;3,3,56,0,0;3,4,55,0,0;4,0,65,0,0;4,1,64,0,0;4,2,58,0,0;4,3,70,0,0;4,4,62,0,0;
0,0,59,0,0;0,1,67,0,0;0,2,60,0,0;0,3,60,0,0;0,4,59,0,0;1,0,65,0,0;1,1,61,0,0;1,2,50,0,0;1,3,59,0,0;1,4,61,0,0;2,0,64,0,0;2,1,70,0,0;2,2,69,0,0;2,3,51,0,0;2,4,55,0,0;3,0,59,0,0;3,1,43,0,0;3,2,60,0,0;3,3,55,0,0;3,4,55,0,0;4,0,65,0,0;4,1,64,0,0;4,2,57,0,0;4,3,72,0,0;4,4,60,0,0;
0,0,60,0,0;0,1,67,0,0;0,2,60,0,0;0,3,61,0,0;0,4,58,0,0;1,0,64,0,0;1,1,61,0,0;1,2,50,0,0;1,3,58,0,0;1,4,62,0,0;2,0,65,0,0;2,1,71,0,0;2,2,68,0,0;2,3,51,0,0;2,4,55,0,0;3,0,58,0,0;3,1,43,0,0;3,2,59,0,0;3,3,56,0,0;3,4,55,0,0;4,0,65,0,0;4,1,64,0,0;4,2,57,0,0;4,3,71,0,0;4,4,61,0,0;
0,0,60,0,0;0,1,67,0,0;0,2,60,0,0;0,3,60,0,0;0,4,60,0,0;1,0,63,0,0;1,1,61,0,0;1,2,49,0,0;1,3,59,0,0;1,4,62,0,0;2,0,68,0,0;2,1,70,0,0;2,2,68,0,0;2,3,52,0,0;2,4,56,0,0;3,0,57,0,0;3,1,44,0,0;3,2,57,0,0;3,3,56,0,0;3,4,54,0,0;4,0,65,0,0;4,1,63,0,0;4,2,58,0,0;4,3,70,0,0;4,4,61,0,0;
0,0,61,0,0;0,1,67,0,0;0,2,60,0,0;0,3,59,0,0;0,4,61,0,0;1,0,63,0,0;1,1,60,0,0;1,2,51,0,0;1,3,58,0,0;1,4,61,0,0;2,0,68,0,0;2,1,70,0,0;2,2,68,0,0;2,3,52,0,0;2,4,56,0,0;3,0,58,0,0;3,1,43,0,0;3,2,58,0,0;3,3,56,0,0;3,4,54,0,0;4,0,65,0,0;4,1,63,0,0;4,2,58,0,0;4,3,69,0,0;4,4,61,0,0;
0,0,62,0,0;0,1,65,0,0;0,2,61,0,0;0,3,58,0,0;0,4,61,0,0;1,0,62,0,0;1,1,62,0,0;1,2,51,0,0;1,3,59,0,0;1,4,60,0,0;2,0,67,0,0;2,1,69,0,0;2,2,67,0,0;2,3,54,0,0;2,4,55,0,0;3,0,60,0,0;3,1,44,0,0;3,2,58,0,0;3,3,56,0,0;3,4,54,0,0;4,0,64,0,0;4,1,63,0,0;4,2,57,0,0;4,3,69,0,0;4,4,62,0,0;
0,0,62,0,0;0,1,65,0,0;0,2,60,0,0;0,3,58,0,0;0,4,60,0,0;1,0,63,0,0;1,1,61,0,0;1,2,53,0,0;1,3,59,0,0;1,4,59,0,0;2,0,67,0,0;2,1,69,0,0;2,2,67,0,0;2,3,54,0,0;2,4,55,0,0;3,0,60,0,0;3,1,45,0,0;3,2,57,0,0;3,3,56,0,0;3,4,55,0,0;4,0,64,0,0;4,1,62,0,0;4,2,58,0,0;4,3,68,0,0;4,4,63,0,0;
0,0,61,0,0;0,1,65,0,0;0,2,59,0,0;0,3,58,0,0;0,4,60,0,0;1,0,64,0,0;1,1,61,0,0;1,2,54,0,0;1,3,58,0,0;1,4,61,0,0;2,0,68,0,0;2,1,69,0,0;2,2,67,0,0;2,3,54,0,0;2,4,54,0,0;3,0,61,0,0;3,1,45,0,0;3,2,55,0,0;3,3,57,0,0;3,4,55,0,0;4,0,63,0,0;4,1,60,0,0;4,2,58,0,0;4,3,69,0,0;4,4,64,0,0;
0,0,60,0,0;0,1,65,0,0;0,2,59,0,0;0,3,57,0,0;0,4,60,0,0;1,0,64,0,0;1,1,62,0,0;1,2,54,0,0;1,3,58,0,0;1,4,62,0,0;2,0,69,0,0;2,1,68,0,0;2,2,67,0,0;2,3,54,0,0;2,4,54,0,0;3,0,61,0,0;3,1,46,0,0;3,2,55,0,0;3,3,58,0,0;3,4,54,0,0;4,0,62,0,0;4,1,60,0,0;4,2,58,0,0;4,3,68,0,0;4,4,65,0,0;
0,0,60,0,0;0,1,66,0,0;0,2,58,0,0;0,3,57,0,0;0,4,60,0,0;1,0,66,0,0;1,1,61,0,0;1,2,54,0,0;1,3,58,0,0;1,4,61,0,0;2,0,69,0,0;2,1,68,0,0;2,2,67,0,0;2,3,54,0,0;2,4,54,0,0;3,0,62,0,0;3,1,45,0,0;3,2,56,0,0;3,3,58,0,0;3,4,54,0,0;4,0,60,0,0;4,1,60,0,0;4,2,59,0,0;4,3,67,0,0;4,4,66,0,0;
